date,time,station,station_code,showalter,li,li_virtual,sweat,k_index,cross_totals,vertical_totals,tt_index,cape,cape_virtual,cin,cin_virtual,brn,brn_virtual,pwat,observed,thunderstorm,lightning,squall,rainfall,nwx,season,raw_observed_event,observation_status,source_file,source_sheet,source_trace
2023-05-14,00:00Z,Visakhapatnam,43150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230514/0000
2023-05-15,00:00Z,Visakhapatnam,43150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230515/0000
2023-05-16,00:00Z,Visakhapatnam,43150,3.08,-4.97,-6.34,143.6,27.3,11.5,31.5,43.0,2618.28,2903.18,-367.1,-246.37,474.82,526.49,37.24,TS,True,True,False,False,False,Pre-Monsoon,TS:1530-1730,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230516/0000
2023-05-17,00:00Z,Visakhapatnam,43150,-0.18,-6.64,-8.21,208.59,34.3,17.5,28.5,46.0,4155.71,4531.97,-4.98,-1.49,300.23,327.41,48.87,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230517/0000
2023-05-18,00:00Z,Visakhapatnam,43150,0.94,-6.74,-8.14,166.18,30.7,16.1,29.1,45.2,3671.14,4003.22,-130.69,-66.83,633.75,691.07,48.21,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230518/0000
2023-05-19,00:00Z,Visakhapatnam,43150,-2.44,-5.52,-6.5,224.81,41.1,19.7,29.7,49.4,2793.02,3029.2,-159.21,-2.77,93.17,101.05,58.53,TSRA,True,True,False,True,False,Pre-Monsoon,TS:1900-2200 | RA:1905-2040,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230519/0000
2023-05-20,00:00Z,Visakhapatnam,43150,-1.02,-6.53,-7.8,199.41,34.1,17.9,30.9,48.8,2492.09,2740.37,-143.76,-9.19,102.01,112.17,52.48,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230520/0000
2023-05-21,00:00Z,Visakhapatnam,43150,-4.18,-6.7,-7.61,265.0,34.5,22.5,29.5,52.0,2376.27,2621.07,-212.45,-139.47,0.0,0.0,45.74,TS,True,True,False,False,False,Pre-Monsoon,LT:1900-2300 | TS:2000-2030,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230521/0000
2023-05-22,00:00Z,Visakhapatnam,43150,-2.2,-5.48,-6.25,205.4,35.9,19.7,30.7,50.4,1624.31,1814.14,-229.86,-177.27,24.15,26.97,50.78,TS,True,True,False,False,False,Pre-Monsoon,TS:2300-2320,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230522/0000
2023-05-23,00:00Z,Visakhapatnam,43150,3.33,-0.75,-1.02,99.19,25.7,12.1,31.1,43.2,129.88,178.44,-547.04,-457.64,1542.87,2119.68,40.05,TSRA,True,True,False,True,False,Pre-Monsoon,TS:2320-0300 | RA:0030-0100,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230523/0000
2023-05-24,00:00Z,Visakhapatnam,43150,-1.83,-9.73,-10.49,189.21,34.3,17.7,34.7,52.4,2815.5,3074.77,-281.36,-193.35,84.23,91.99,43.93,TSRA,True,True,False,True,False,Pre-Monsoon,TS:1645-1930 | RA:1745-1800,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230524/0000
2023-05-25,00:00Z,Visakhapatnam,43150,-7.47,-9.44,-10.1,433.99,36.3,24.3,36.3,60.6,1881.23,2065.53,-354.76,-283.96,81.77,89.78,48.75,TSRA,True,True,False,True,False,Pre-Monsoon,TS:1500-2050 | RA:1530-2050,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230525/0000
2023-05-26,00:00Z,Visakhapatnam,43150,-3.6,-4.67,-5.93,401.96,42.3,22.5,25.7,48.2,2853.5,3068.89,-84.4,-54.26,245.6,264.14,60.69,LT,False,True,False,True,False,Pre-Monsoon,RA:0145-0150 | DZ:0240-0250 | LT:0240-0400,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230526/0000
2023-05-27,00:00Z,Visakhapatnam,43150,2.88,-1.42,-2.45,164.82,31.7,13.3,29.3,42.6,684.64,885.53,-239.19,-172.74,773.96,1001.06,35.14,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230527/0000
2023-05-28,00:00Z,Visakhapatnam,43150,-1.34,-7.89,-9.12,201.61,36.9,19.1,29.1,48.2,4191.96,4517.14,-0.07,0.0,763.34,822.56,53.68,TSRA,True,True,False,True,False,Pre-Monsoon,TS:1700-1800 | RA:1710-1740,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230528/0000
2023-05-29,00:00Z,Visakhapatnam,43150,2.72,-4.61,-5.62,131.4,31.7,13.5,29.5,43.0,2518.58,2739.44,-234.67,-154.59,643.62,700.06,48.09,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230529/0000
2023-05-30,00:00Z,Visakhapatnam,43150,3.99,-5.09,-6.04,122.98,33.0,12.5,28.5,41.0,2391.44,2625.33,-156.34,-3.05,148.82,163.38,47.34,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230530/0000
2023-05-31,00:00Z,Visakhapatnam,43150,-0.31,-3.48,-3.91,164.6,37.1,17.3,30.3,47.6,810.43,927.91,-352.28,-294.22,78.41,89.77,52.56,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,May2023,RSRW INDICES Mar - June2023.xlsx::May2023::230531/0000
2023-06-01,00:00Z,Visakhapatnam,43150,-4.66,-7.67,-8.51,301.61,43.4,22.7,29.7,52.4,3255.86,3491.54,-126.51,-91.41,173.18,185.72,61.28,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230601/0000
2023-06-02,00:00Z,Visakhapatnam,43150,-0.76,-5.52,-6.85,189.21,35.3,17.7,29.7,47.4,2996.06,3274.68,-216.97,-156.98,217.79,238.04,49.26,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230602/0000
2023-06-03,00:00Z,Visakhapatnam,43150,0.58,-8.1,-9.76,176.01,32.9,15.9,29.9,45.8,5317.83,5729.5,0.0,0.0,526.97,567.76,47.92,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230603/0000
2023-06-04,00:00Z,Visakhapatnam,43150,2.14,-7.22,-8.45,146.98,32.9,13.9,29.9,43.8,4407.78,4745.65,-100.99,-2.87,1166.53,1255.95,54.39,TSRA,True,True,False,True,False,Monsoon,TS:1500-1830 | RA:1720-1915,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230604/0000
2023-06-05,00:00Z,Visakhapatnam,43150,-1.11,-3.79,-4.31,184.2,37.3,17.7,31.7,49.4,453.76,551.59,-406.59,-339.48,25.78,31.34,51.51,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230605/0000
2023-06-06,00:00Z,Visakhapatnam,43150,-6.44,-9.69,-10.63,354.79,43.5,24.7,29.7,54.4,4218.94,4531.5,-84.27,-50.12,1629.03,1749.71,61.52,RA,False,False,False,True,False,Monsoon,DZ:0900-0910,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230606/0000
2023-06-07,00:00Z,Visakhapatnam,43150,-6.66,-8.77,-10.23,370.01,44.9,24.7,29.7,54.4,3881.77,4209.64,-127.34,-87.62,317.37,344.18,56.64,TSRA,True,True,False,True,False,Monsoon,TS:1820-2000 | RA:1900-2040,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230607/0000
2023-06-08,00:00Z,Visakhapatnam,43150,-4.7,-7.07,-7.81,340.19,43.4,21.9,31.9,53.8,1956.43,2135.7,-261.72,-213.42,149.74,163.46,58.55,TS,True,True,False,False,False,Monsoon,TS:2040-2200,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230608/0000
2023-06-09,00:00Z,Visakhapatnam,43150,-3.22,-7.2,-8.37,270.99,39.3,20.3,30.3,50.6,3520.03,3814.58,-215.47,-157.5,68.81,74.56,56.41,TSRA,True,True,False,True,False,Monsoon,TS:0030-0200 | RA:0040-0105,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230609/0000
2023-06-10,00:00Z,Visakhapatnam,43150,-2.88,-10.2,-11.09,264.61,40.1,18.3,35.3,53.6,-299.95,-204.47,104.66,104.48,0.0,0.0,50.29,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230610/0000
2023-06-11,00:00Z,Visakhapatnam,43150,-4.68,-5.25,-5.74,327.62,43.8,21.7,32.7,54.4,-352.84,-310.17,243.98,242.5,0.0,0.0,56.8,RA,False,False,False,True,False,Monsoon,DZ:0330-0340 | RA:0810-0830,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230611/0000
2023-06-12,00:00Z,Visakhapatnam,43150,-5.52,-7.71,-8.52,358.99,46.7,22.3,32.3,54.6,2579.07,2547.98,0.0,0.0,10642.78,118.33,60.73,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230612/0000
2023-06-13,00:00Z,Visakhapatnam,43150,-3.22,-8.39,-9.49,259.81,40.6,20.9,29.9,50.8,3471.72,3733.64,-141.46,-98.84,337.45,362.91,60.46,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230613/0000
2023-06-14,00:00Z,Visakhapatnam,43150,0.93,-0.85,-1.37,225.4,37.3,15.5,29.5,45.0,242.85,322.09,-404.99,-348.65,10.47,13.89,49.62,TSRA,True,True,False,True,False,Monsoon,TS:1820-2400 | RA:1825-2100,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230614/0000
2023-06-15,00:00Z,Visakhapatnam,43150,-2.82,-6.99,-7.61,278.18,40.5,19.9,30.9,50.8,2521.2,2712.95,-239.68,-177.62,83.95,90.33,59.57,TSRA,True,True,False,True,False,Monsoon,TS:0000-0140 | RA:0000-0130,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230615/0000
2023-06-16,00:00Z,Visakhapatnam,43150,-0.09,-4.05,-4.76,193.4,39.5,16.7,29.7,46.4,1758.57,1927.59,-208.05,-145.64,368.3,403.7,53.31,TSRA,True,True,False,True,False,Monsoon,TS:2200-2355 | RA:2235-2355,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230616/0000
2023-06-17,00:00Z,Visakhapatnam,43150,-0.36,-5.03,-5.89,206.19,40.1,17.3,29.3,46.6,2040.69,2225.89,-233.89,-170.08,54.9,59.88,57.71,TS,True,True,False,False,False,Monsoon,TS:0000-0135,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230617/0000
2023-06-18,00:00Z,Visakhapatnam,43150,-3.6,-6.01,-6.96,254.39,43.3,21.1,29.1,50.2,2754.42,2971.52,-204.51,-159.47,225.42,243.18,62.76,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230618/0000
2023-06-19,00:00Z,Visakhapatnam,43150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TSRA,True,True,False,True,False,Monsoon,DZ:0510-0530 | TS:0300-0630 | RA:0420-0900,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230619/0000
2023-06-20,00:00Z,Visakhapatnam,43150,1.8,-3.27,-4.24,175.38,35.9,15.7,26.7,42.4,1736.16,1931.21,-164.24,-103.04,270.13,300.48,55.97,LT,False,True,False,True,False,Monsoon,LT:2130-2215 | RA:2150-2215,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230620/0000
2023-06-21,00:00Z,Visakhapatnam,43150,0.61,-1.99,-2.9,212.39,34.9,18.5,23.5,42.0,858.82,1036.61,-120.12,-87.76,78.58,94.85,57.88,LT,False,True,False,False,False,Monsoon,LT:2350-0000,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230621/0000
2023-06-22,00:00Z,Visakhapatnam,43150,-1.39,-2.16,-2.52,224.61,37.5,19.7,27.7,47.4,114.78,156.89,-318.94,-267.68,57.3,78.32,56.08,TSRA,True,True,False,True,False,Monsoon,TS:0005-0150 | RA:0050-0120 | DZ:1105-1235 | DZ:1820-1920,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230622/0000
2023-06-23,00:00Z,Visakhapatnam,43150,0.95,-2.84,-3.16,220.8,38.7,17.5,25.5,43.0,719.04,807.16,-107.04,-69.36,97.19,109.1,64.53,RA,False,False,False,True,False,Monsoon,DZ:0400-1300 | DZ:1505-1610,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230623/0000
2023-06-24,00:00Z,Visakhapatnam,43150,0.93,-0.12,-0.13,242.8,38.0,18.5,23.5,42.0,17.26,21.33,-144.7,-116.51,2.68,3.31,65.2,RA,False,False,False,True,False,Monsoon,DZ:0250-0915 | RA:0740-0915,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230624/0000
2023-06-25,00:00Z,Visakhapatnam,43150,3.04,-0.44,-0.57,247.01,36.4,16.5,20.7,37.2,872.07,956.41,-49.34,-33.7,63.01,69.1,70.17,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230625/0000
2023-06-26,00:00Z,Visakhapatnam,43150,-0.2,-0.65,-0.83,300.59,37.2,19.5,23.5,43.0,161.84,204.0,-152.4,-128.61,78.06,98.39,65.01,LT,False,True,False,True,False,Monsoon,LT:0120-0315 | DZ:0535-0750,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230626/0000
2023-06-27,00:00Z,Visakhapatnam,43150,1.07,-1.56,-1.72,277.2,33.2,18.8,23.1,41.9,122.47,143.9,-142.57,-64.86,2.83,3.32,61.63,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230627/0000
2023-06-28,00:00Z,Visakhapatnam,43150,-0.91,-3.77,-4.25,399.08,38.1,20.3,23.7,44.0,1360.1,1521.67,-42.97,-24.63,88.75,99.3,65.31,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230628/0000
2023-06-29,00:00Z,Visakhapatnam,43150,0.55,-2.92,-3.81,265.2,34.1,19.1,21.5,40.6,2228.9,2458.94,-10.83,-0.83,10604.05,11698.49,62.96,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230629/0000
2023-06-30,00:00Z,Visakhapatnam,43150,-0.88,-2.43,-3.4,272.99,37.1,20.6,21.9,42.5,1653.91,1851.79,-15.42,-5.01,178.68,200.06,60.3,NWX,False,False,False,False,True,Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2023.xlsx,Jun2023,RSRW INDICES Mar - June2023.xlsx::Jun2023::230630/0000
2024-03-01,00:00Z,Visakhapatnam,43150,5.08,-2.75,-3.66,133.6,29.8,14.1,25.1,39.2,617.11,835.82,-92.57,-48.26,84.23,114.08,35.43,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240301/0000
2024-03-03,00:00Z,Visakhapatnam,43150,12.3,0.66,-0.1,51.98,11.1,2.5,24.5,27.0,80.66,177.75,-152.85,-81.84,8.43,18.57,31.27,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240303/0000
2024-03-04,00:00Z,Visakhapatnam,43150,5.77,2.44,1.73,142.6,20.9,13.1,24.1,37.2,17.29,75.34,-255.29,-187.77,5.0,21.77,28.05,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240304/0000
2024-03-05,00:00Z,Visakhapatnam,43150,5.04,0.63,-0.18,147.39,27.9,13.7,24.7,38.4,119.84,211.71,-229.29,-155.73,18.74,33.11,31.75,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240305/0000
2024-03-06,00:00Z,Visakhapatnam,43150,6.1,0.83,-0.04,155.98,29.7,12.7,23.7,36.4,187.25,294.75,-179.84,-120.24,21.86,34.41,35.53,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240306/0000
2024-03-07,00:00Z,Visakhapatnam,43150,11.25,1.36,0.46,90.79,16.7,5.3,23.3,28.6,83.19,214.8,-119.49,-51.53,5.53,14.27,33.62,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240307/0000
2024-03-08,00:00Z,Visakhapatnam,43150,8.11,1.91,0.91,171.18,22.1,10.5,21.5,32.0,652.6,821.33,-3.3,-1.59,23.48,29.56,37.99,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240308/0000
2024-03-09,00:00Z,Visakhapatnam,43150,6.43,1.82,0.91,188.99,22.9,13.9,19.9,33.8,346.07,500.57,-4.67,-1.91,13.46,19.47,37.61,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240309/0000
2024-03-10,00:00Z,Visakhapatnam,43150,3.41,0.81,-0.15,203.21,30.6,17.8,19.3,37.1,385.11,507.1,-22.4,-11.63,36.82,48.48,40.01,RA,False,False,False,True,False,Pre-Monsoon,DZ:0020-0200 | RA:0110-0120,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240310/0000
2024-03-11,00:00Z,Visakhapatnam,43150,6.73,2.0,1.11,156.18,29.8,13.1,21.1,34.2,164.76,225.16,-74.27,-48.19,15.74,21.51,37.71,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240311/0000
2024-03-12,00:00Z,Visakhapatnam,43150,0.89,-0.39,-1.34,202.98,18.7,18.7,23.7,42.4,298.76,411.24,-156.48,-137.39,53.07,73.05,41.57,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240312/0000
2024-03-13,00:00Z,Visakhapatnam,43150,1.5,-2.43,-3.37,183.58,30.7,16.9,26.9,43.8,543.11,711.01,-210.38,-169.78,41.01,53.69,40.14,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240313/0000
2024-03-14,00:00Z,Visakhapatnam,43150,1.97,0.49,-0.35,200.4,33.5,16.3,26.3,42.6,108.01,171.95,-286.81,-229.01,7.85,12.5,39.52,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240314/0000
2024-03-15,00:00Z,Visakhapatnam,43150,6.54,-0.15,-1.23,160.61,29.2,11.5,23.5,35.0,1489.84,1717.7,-0.08,-0.05,129.97,149.85,39.66,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240315/0000
2024-03-16,00:00Z,Visakhapatnam,43150,5.46,0.68,-0.22,166.78,31.6,12.7,24.7,37.4,559.34,685.66,-206.86,-136.66,503.43,617.12,37.06,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240316/0000
2024-03-17,00:00Z,Visakhapatnam,43150,5.85,-0.06,-1.0,174.61,28.5,12.7,23.7,36.4,1320.72,1500.0,-151.33,-89.01,539.14,612.32,42.12,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240317/0000
2024-03-18,00:00Z,Visakhapatnam,43150,6.47,-2.68,-3.56,72.39,25.5,10.3,27.3,37.6,1249.62,1415.2,-206.32,-128.48,1206.32,1366.16,38.78,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240318/0000
2024-03-19,00:00Z,Visakhapatnam,43150,3.76,-5.85,-6.69,121.38,28.7,14.5,27.5,42.0,2595.51,2806.66,-98.39,-30.33,731.52,791.03,42.46,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240319/0000
2024-03-20,00:00Z,Visakhapatnam,43150,-1.96,-5.66,-6.44,228.19,31.6,23.2,26.5,49.7,1450.49,1603.2,-20.79,-12.71,26.55,29.34,42.16,TSRA,True,True,False,True,False,Pre-Monsoon,RA:0715-0730 | DZ:0730-0830 | DZ:1035-1100 | RSRA:1205-1220 | TS:1220-1900 | RA:1900-2040 | DZ:2040-2130,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240320/0000
2024-03-21,00:00Z,Visakhapatnam,43150,-3.4,-4.63,-5.25,286.4,26.7,24.7,29.5,54.2,620.48,755.82,-140.91,-106.08,25.72,31.32,29.36,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240321/0000
2024-03-22,00:00Z,Visakhapatnam,43150,9.77,-2.15,-2.74,42.0,0.1,6.1,26.1,32.2,741.44,944.16,-89.29,-33.82,64.86,82.59,29.6,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240322/0000
2024-03-23,00:00Z,Visakhapatnam,43150,0.84,1.4,0.75,195.39,26.1,18.9,25.9,44.8,25.52,54.51,-364.27,-291.0,1.05,2.23,34.11,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240323/0000
2024-03-24,00:00Z,Visakhapatnam,43150,9.1,-0.19,-1.08,74.39,23.5,7.3,25.3,32.6,1035.41,1228.32,-167.12,-110.52,66.9,79.37,34.8,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240324/0000
2024-03-25,00:00Z,Visakhapatnam,43150,5.88,-0.57,-1.39,109.99,24.9,11.9,25.9,37.8,920.75,1085.83,-244.9,-165.73,55.14,65.03,31.65,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240325/0000
2024-03-26,00:00Z,Visakhapatnam,43150,3.34,-0.06,-0.44,97.38,28.3,14.1,29.1,43.2,148.24,201.15,-425.23,-335.66,10.44,14.16,32.21,NWX,False,False,False,False,True,Pre-Monsoon,NWX,VERIFIED,RSRW INDICES Mar - June2024.xlsx,Mar2024,RSRW INDICES Mar - June2024.xlsx::Mar2024::240326/0000
